# time 	 divergence 	 # of mutations 	 # IGC chances 	 IGC length 	 # IGC failures 	 %IGC 
0.0	0.143149284254	0	0	0	0	0.0
0.0016266747871	0.143149284254	1	0	0	0	0.0
0.00207268131585	0.145194274029	2	0	0	0	0.0
0.00286665305603	0.145194274029	2	1	1	0	0.5
0.00478947950877	0.145194274029	2	2	1	0	0.666666666667
0.00611145345368	0.145194274029	2	3	1	0	0.75
0.00747392419599	0.145194274029	2	4	1	0	0.8
0.0077726671295	0.147239263804	3	4	1	0	0.727272727273
0.00887793177493	0.147239263804	3	5	1	0	0.769230769231
0.00944252906933	0.147239263804	3	6	1	0	0.8
0.012086194623	0.149284253579	4	6	1	0	0.75
0.0132312189577	0.149284253579	4	7	1	0	0.777777777778
0.0138387318339	0.147239263804	5	7	1	0	0.736842105263
0.0138771577719	0.147239263804	5	8	1	0	0.761904761905
0.0138892636092	0.149284253579	6	8	1	0	0.727272727273
0.0139217653239	0.151329243354	7	8	1	0	0.695652173913
0.0163795957764	0.151329243354	7	9	1	0	0.72
0.0170140787146	0.151329243354	7	10	1	0	0.740740740741
0.0173350183907	0.151329243354	7	11	1	0	0.758620689655
0.018965904289	0.151329243354	7	12	1	0	0.774193548387
