# time 	 divergence 	 # of mutations 	 # IGC chances 	 IGC length 	 # IGC failures 	 %IGC 
0.0	0.137014314928	0	0	0	0	0.0
0.00137732804669	0.139059304703	1	0	0	0	0.0
0.00377832197153	0.141104294479	2	0	0	0	0.0
0.00409322718665	0.139059304703	3	0	0	0	0.0
0.00544985874062	0.141104294479	4	0	0	0	0.0
0.00663378521622	0.143149284254	5	0	0	0	0.0
0.00744258098661	0.143149284254	5	1	1	0	0.285714285714
0.00859574953194	0.143149284254	5	2	1	0	0.444444444444
0.00899704191264	0.143149284254	5	3	1	0	0.545454545455
0.0112093629675	0.143149284254	5	4	1	0	0.615384615385
0.0150693967583	0.143149284254	5	5	1	0	0.666666666667
0.0186470112391	0.143149284254	5	6	1	0	0.705882352941
0.0227306693249	0.143149284254	5	7	1	0	0.736842105263
0.024318527946	0.143149284254	5	8	1	0	0.761904761905
