# time 	 divergence 	 # of mutations 	 # IGC chances 	 IGC length 	 # IGC failures 	 %IGC 
0.0	0.118609406953	0	0	0	0	0.0
0.000358134340823	0.120654396728	1	0	0	0	0.0
0.000672095694643	0.118609406953	2	0	0	0	0.0
0.000707582202791	0.120654396728	3	0	0	0	0.0
0.000932334374753	0.120654396728	3	1	1	0	0.4
0.0021440825876	0.120654396728	3	2	1	0	0.571428571429
0.00444283507151	0.122699386503	4	2	1	0	0.5
0.00448488890623	0.120654396728	4	3	1	0	0.6
0.00730961696871	0.120654396728	4	4	1	0	0.666666666667
0.0083860052846	0.120654396728	4	5	1	0	0.714285714286
0.00842170127878	0.122699386503	5	5	1	0	0.666666666667
0.00962271741685	0.122699386503	5	6	1	0	0.705882352941
0.0114880311699	0.122699386503	5	7	1	0	0.736842105263
0.0118159548379	0.122699386503	6	7	1	0	0.7
0.0118486427783	0.124744376278	7	7	1	0	0.666666666667
0.0124375985147	0.126789366053	8	7	1	0	0.636363636364
0.0139152827347	0.126789366053	8	8	1	0	0.666666666667
0.0148342149673	0.126789366053	8	9	1	0	0.692307692308
0.0152649218508	0.128834355828	9	9	1	0	0.666666666667
0.0173356071663	0.126789366053	10	9	1	0	0.642857142857
0.0177185888244	0.126789366053	10	10	1	0	0.666666666667
0.0180473971744	0.126789366053	10	11	1	0	0.6875
0.0190443684035	0.124744376278	10	12	1	0	0.705882352941
0.0209491498855	0.124744376278	10	13	1	0	0.722222222222
0.0241922155319	0.124744376278	10	14	1	0	0.736842105263
0.0270770254641	0.124744376278	10	15	1	0	0.75
0.027339920921	0.126789366053	11	15	1	0	0.731707317073
0.0276747814452	0.126789366053	11	16	1	0	0.744186046512
0.0289611578366	0.126789366053	11	17	1	0	0.755555555556
0.0297469967747	0.126789366053	11	18	1	0	0.765957446809
0.033811225155	0.126789366053	11	19	1	0	0.775510204082
0.034809500786	0.126789366053	11	20	1	0	0.78431372549
0.0386605824091	0.126789366053	11	21	1	0	0.792452830189
0.0398306487496	0.124744376278	12	21	1	0	0.777777777778
0.0401668879831	0.124744376278	13	21	1	0	0.763636363636
0.0402834703991	0.122699386503	13	22	1	0	0.771929824561
0.0409489250526	0.120654396728	14	22	1	0	0.758620689655
0.0429865417458	0.120654396728	14	23	1	0	0.766666666667
0.0454357446615	0.122699386503	15	23	1	0	0.754098360656
0.0462545480318	0.120654396728	15	24	1	0	0.761904761905
0.0493369660002	0.120654396728	15	25	1	0	0.769230769231
0.0513806115956	0.120654396728	15	26	1	0	0.776119402985
0.0525226130169	0.120654396728	15	27	1	0	0.782608695652
0.0528906001706	0.122699386503	16	27	1	0	0.771428571429
0.0537501302828	0.122699386503	16	28	1	0	0.777777777778
0.0537939624984	0.122699386503	16	29	1	0	0.783783783784
0.0549289590853	0.122699386503	16	30	1	0	0.789473684211
0.0549952819881	0.120654396728	17	30	1	0	0.779220779221
0.0558992975532	0.120654396728	17	31	1	0	0.784810126582
0.0570890049915	0.122699386503	18	31	1	0	0.775
0.0571733903606	0.124744376278	19	31	1	0	0.765432098765
0.0580790631791	0.124744376278	19	32	1	0	0.771084337349
0.0605140214009	0.122699386503	19	33	1	0	0.776470588235
0.0612973383334	0.122699386503	19	34	1	0	0.781609195402
0.061953648368	0.124744376278	20	34	1	0	0.772727272727
0.0633616725552	0.124744376278	20	35	1	0	0.777777777778
0.0651585830397	0.124744376278	20	36	1	0	0.782608695652
0.0655310351505	0.124744376278	20	37	1	0	0.787234042553
0.0684459651743	0.126789366053	21	37	1	0	0.778947368421
0.0698368670713	0.124744376278	21	38	1	0	0.783505154639
0.0702723577533	0.124744376278	21	39	1	0	0.787878787879
0.0709965513554	0.126789366053	22	39	1	0	0.78
0.0714394098748	0.126789366053	22	40	1	0	0.78431372549
0.0719585247165	0.126789366053	22	41	1	0	0.788461538462
0.0736310815614	0.126789366053	22	42	1	0	0.792452830189
0.0739847336388	0.126789366053	22	43	1	0	0.796296296296
0.0742052368152	0.126789366053	22	44	1	0	0.8
0.0743614772389	0.124744376278	22	45	1	0	0.803571428571
0.0759316320302	0.124744376278	22	46	1	0	0.80701754386
0.0767285888523	0.122699386503	22	47	1	0	0.810344827586
0.0772453318105	0.124744376278	23	47	1	0	0.803418803419
0.077648203549	0.124744376278	23	48	1	0	0.806722689076
0.0783322224582	0.126789366053	24	48	1	0	0.8
0.0789199536044	0.126789366053	24	49	1	0	0.803278688525
0.0804343332394	0.124744376278	25	49	1	0	0.79674796748
0.0819244786267	0.126789366053	26	49	1	0	0.790322580645
0.0820899385771	0.124744376278	26	50	1	0	0.793650793651
0.0844916562193	0.124744376278	26	51	1	0	0.796875
