# geo_300.0_sim_0 geo_300.0_sim_16 geo_300.0_sim_17 geo_300.0_sim_18 geo_300.0_sim_19 geo_300.0_sim_20 geo_300.0_sim_21 geo_300.0_sim_22 geo_300.0_sim_23 geo_300.0_sim_24 geo_300.0_sim_25 geo_300.0_sim_26 geo_300.0_sim_27 geo_300.0_sim_28 geo_300.0_sim_29 geo_300.0_sim_30 geo_300.0_sim_31 geo_300.0_sim_32 geo_300.0_sim_33 geo_300.0_sim_34 geo_300.0_sim_35 geo_300.0_sim_36 geo_300.0_sim_37 geo_300.0_sim_38 geo_300.0_sim_39 geo_300.0_sim_40 geo_300.0_sim_41 geo_300.0_sim_42 geo_300.0_sim_43 geo_300.0_sim_44 geo_300.0_sim_45 geo_300.0_sim_46 geo_300.0_sim_47 geo_300.0_sim_48 geo_300.0_sim_49 geo_300.0_sim_50 geo_300.0_sim_51 geo_300.0_sim_52 geo_300.0_sim_53 geo_300.0_sim_54 geo_300.0_sim_55 geo_300.0_sim_56 geo_300.0_sim_57 geo_300.0_sim_58 geo_300.0_sim_59 geo_300.0_sim_60 geo_300.0_sim_61 geo_300.0_sim_62 geo_300.0_sim_63 geo_300.0_sim_64 geo_300.0_sim_65 geo_300.0_sim_66 geo_300.0_sim_67 geo_300.0_sim_68 geo_300.0_sim_69 geo_300.0_sim_70 geo_300.0_sim_71 geo_300.0_sim_72 geo_300.0_sim_73 geo_300.0_sim_74 geo_300.0_sim_75 geo_300.0_sim_76 geo_300.0_sim_77 geo_300.0_sim_78 geo_300.0_sim_79 geo_300.0_sim_80 geo_300.0_sim_81 geo_300.0_sim_82 geo_300.0_sim_83 geo_300.0_sim_84 geo_300.0_sim_85 geo_300.0_sim_86 geo_300.0_sim_87 geo_300.0_sim_88 geo_300.0_sim_89 geo_300.0_sim_90 geo_300.0_sim_91 geo_300.0_sim_92 geo_300.0_sim_93 geo_300.0_sim_94 geo_300.0_sim_95 geo_300.0_sim_96 geo_300.0_sim_97 geo_300.0_sim_98 geo_300.0_sim_99
7.040599999999999636e-02 1.774199999999999944e-01 1.035490000000000022e-01 1.228169999999999956e-01 7.452400000000000690e-02 7.370899999999999674e-02 1.373030000000000084e-01 1.446419999999999928e-01 1.831569999999999865e-01 3.308940000000000214e-01 6.491900000000000448e-02 6.255900000000000349e-02 4.767330000000000179e-01 1.235720000000000013e-01 4.232999999999999957e-02 8.668199999999999517e-02 1.096140000000000031e-01 4.430499999999999716e-02 1.400160000000000016e-01 8.627799999999999359e-02 7.521899999999999420e-02 1.140710000000000057e-01 5.843799999999999689e-02 6.303599999999999481e-02 1.009270000000000028e-01 9.712800000000000600e-02 4.740899999999999975e-02 9.424000000000000432e-02 8.225799999999999779e-02 1.388900000000000134e-01 1.187099999999999961e-01 6.141800000000000037e-02 7.627799999999999858e-02 6.888700000000000379e-02 9.095100000000000406e-02 8.386499999999999511e-02 4.748900000000000343e-02 1.334029999999999938e-01 1.433560000000000112e-01 1.773139999999999994e-01 9.035700000000000676e-02 9.069599999999999884e-02 5.736999999999999739e-02 6.201999999999999874e-02 8.991499999999999493e-02 7.263699999999999324e-02 1.535400000000000098e-01 1.589510000000000089e-01 9.600300000000000500e-02 1.807070000000000065e-01 9.713299999999999712e-02 1.344220000000000137e-01 8.058500000000000385e-02 2.570790000000000020e-01 1.872129999999999905e-01 2.252599999999999880e-01 1.360780000000000045e-01 1.046580000000000010e-01 1.163249999999999978e-01 1.074060000000000015e-01 8.798999999999999877e-02 8.568000000000000616e-02 1.015130000000000060e-01 9.500899999999999623e-02 8.822000000000000675e-02 6.222799999999999859e-02 3.412350000000000105e-01 7.337000000000000466e-02 9.184599999999999709e-02 7.336099999999999566e-02 7.763899999999999968e-02 9.214799999999999380e-02 1.200419999999999959e-01 3.391999999999999876e-02 6.154799999999999854e-02 1.209780000000000022e-01 7.560400000000000453e-02 1.075279999999999986e-01 1.272109999999999908e-01 4.453800000000000120e-02 8.371099999999999375e-02 8.950500000000000123e-02 8.656200000000000006e-02 8.322100000000000330e-02 8.897800000000000153e-02
1.401900000000000021e-02 2.254000000000000101e-02 4.157000000000000278e-02 4.555000000000000021e-02 1.209700000000000011e-02 3.170900000000000107e-02 3.999999999999999819e-06 7.853799999999999670e-02 3.226500000000000201e-02 8.670000000000000623e-03 1.753199999999999897e-02 1.864700000000000038e-02 4.167300000000000171e-02 2.138599999999999876e-02 6.955100000000000171e-02 6.557999999999999594e-03 5.428999999999999798e-03 2.781600000000000045e-02 2.017380000000000007e-01 1.706500000000000031e-02 5.041099999999999748e-02 2.401199999999999862e-02 3.331599999999999839e-02 1.231600000000000056e-02 4.519000000000000100e-02 7.577499999999999514e-02 4.926500000000000323e-02 1.301690000000000069e-01 3.129300000000000137e-02 1.497799999999999999e-02 3.121200000000000016e-02 1.967100000000000098e-02 2.504999999999999935e-02 2.605599999999999930e-02 3.507300000000000001e-02 8.244500000000000439e-02 2.402899999999999828e-02 3.103099999999999956e-02 6.341000000000000282e-03 6.556499999999999828e-02 4.112999999999999989e-02 2.064999999999999995e-03 6.760399999999999743e-02 2.555699999999999986e-02 9.918499999999999539e-02 3.021799999999999833e-02 1.742279999999999940e-01 9.969999999999999696e-03 5.019300000000000150e-02 2.869199999999999875e-02 2.407799999999999871e-02 3.425700000000000273e-02 4.920200000000000268e-02 3.999999999999999819e-06 3.125900000000000206e-02 6.555099999999999816e-02 2.468450000000000089e-01 6.041799999999999948e-02 2.650900000000000131e-02 1.913400000000000170e-02 4.652699999999999891e-02 6.399599999999999733e-02 2.517499999999999946e-02 3.709000000000000057e-03 5.787699999999999789e-02 6.264999999999999736e-03 4.994500000000000328e-02 1.198199999999999960e-02 2.515999999999999834e-02 6.729999999999999871e-03 4.871400000000000036e-02 2.512999999999999956e-02 3.056800000000000142e-02 4.669999999999999672e-03 3.517000000000000161e-03 6.911200000000000676e-02 6.222899999999999959e-02 4.046600000000000197e-02 4.973700000000000343e-02 2.554199999999999873e-02 1.243999999999999967e-02 2.355099999999999902e-02 2.561700000000000088e-02 3.215300000000000102e-02 1.324710000000000054e-01
3.846000000000000113e-02 1.056880000000000042e-01 1.652299999999999949e-02 4.569000000000000145e-02 2.662899999999999989e-02 6.189999999999999669e-02 6.013299999999999895e-02 4.807999999999999774e-03 1.275599999999999998e-02 1.045370000000000049e-01 6.484000000000000180e-03 3.121700000000000169e-02 2.161499999999999880e-02 2.635300000000000142e-02 3.270699999999999996e-02 4.764199999999999685e-02 1.431400000000000033e-02 3.999999999999999819e-06 3.296000000000000318e-02 1.943199999999999927e-01 2.527700000000000086e-02 1.223100000000000055e-02 1.125199999999999985e-02 3.807800000000000074e-02 3.065400000000000069e-02 4.640099999999999780e-02 2.455200000000000091e-02 2.395200000000000107e-02 4.451600000000000001e-02 2.551600000000000049e-02 4.387699999999999934e-02 2.007000000000000103e-02 1.264599999999999926e-02 1.373100000000000015e-02 9.322000000000000425e-03 5.194499999999999812e-02 2.139599999999999835e-02 7.566799999999999915e-02 2.249699999999999964e-02 7.608000000000000179e-03 1.228500000000000078e-02 3.999999999999999819e-06 1.151699999999999946e-02 2.500700000000000145e-02 1.781399999999999997e-02 1.231299999999999929e-02 2.858899999999999983e-02 5.503899999999999765e-02 2.006099999999999897e-02 3.730800000000000088e-02 1.870199999999999987e-02 1.778199999999999920e-02 7.204900000000000193e-02 3.289409999999999834e-01 1.237599999999999985e-02 6.925999999999999865e-03 7.910999999999999630e-03 1.710100000000000162e-02 1.824900000000000133e-02 6.278999999999999859e-03 1.879400000000000168e-02 2.828900000000000164e-02 2.433499999999999899e-02 1.327780000000000071e-01 3.999999999999999819e-06 3.999999999999999819e-06 3.831600000000000283e-02 5.398200000000000220e-02 3.409399999999999931e-02 1.831500000000000142e-02 1.999000000000000082e-02 9.320000000000000159e-03 1.818000000000000171e-02 3.513999999999999763e-02 3.326599999999999696e-02 3.036499999999999963e-02 2.932900000000000090e-02 3.140300000000000036e-02 1.136400000000000084e-02 1.904399999999999843e-02 2.486500000000000168e-02 2.842700000000000088e-02 1.300399999999999993e-02 1.786899999999999947e-02 1.601500000000000146e-02
7.011699999999999877e-02 7.054900000000000060e-02 7.410500000000000420e-02 1.014089999999999991e-01 6.734400000000000108e-02 4.000100000000000183e-02 3.982269999999999976e-01 4.396699999999999914e-02 6.861699999999999744e-02 2.019670000000000076e-01 9.402599999999999847e-02 4.337699999999999889e-02 4.166299999999999865e-02 6.104400000000000104e-02 6.268799999999999373e-02 4.279839999999999756e-01 6.254099999999999937e-02 7.935799999999999799e-02 9.042899999999999550e-02 1.001660000000000050e-01 6.031999999999999862e-02 6.896099999999999453e-02 8.422599999999999532e-02 4.980300000000000005e-02 6.234200000000000158e-02 3.514799999999999869e-02 4.985200000000000048e-02 7.042099999999999749e-02 5.718199999999999672e-02 5.668600000000000028e-02 4.324499999999999872e-02 9.442300000000000693e-02 6.935700000000000198e-02 4.881599999999999828e-02 1.464900000000000091e-01 7.629400000000000071e-02 3.564699999999999813e-02 1.083130000000000065e-01 5.959600000000000314e-02 5.424999999999999961e-02 8.101600000000000468e-02 4.032700000000000173e-02 1.538259999999999905e-01 4.347800000000000276e-02 6.369299999999999962e-02 5.405999999999999694e-02 8.516999999999999571e-02 5.019699999999999857e-02 1.264170000000000016e-01 5.407200000000000201e-02 3.137899999999999717e-02 5.129299999999999832e-02 6.393200000000000272e-02 2.098800000000000110e-01 4.975799999999999668e-02 7.552100000000000479e-02 6.125200000000000089e-02 6.896499999999999853e-02 6.333300000000000041e-02 6.216200000000000198e-02 4.712199999999999722e-02 4.722699999999999815e-02 5.216599999999999709e-02 5.864099999999999868e-02 5.001799999999999996e-02 6.796399999999999664e-02 6.398099999999999621e-02 5.969700000000000006e-02 7.921899999999999775e-02 4.313800000000000273e-02 6.152200000000000030e-02 4.078600000000000281e-02 3.724000000000000227e-02 1.578890000000000016e-01 9.194800000000000195e-02 8.350399999999999490e-02 6.289500000000000646e-02 2.478800000000000101e-02 6.244899999999999757e-02 5.778300000000000103e-02 3.791499999999999732e-02 5.455999999999999739e-02 2.415300000000000086e-02 6.882800000000000029e-02 7.930600000000000149e-02
4.377299999999999941e-02 2.530500000000000110e-02 2.233500000000000069e-02 2.536199999999999913e-02 1.244100000000000067e-02 5.165000000000000320e-03 3.156899999999999984e-02 4.440000000000000197e-02 3.086799999999999961e-02 3.731000000000000288e-02 2.507200000000000054e-02 1.857299999999999923e-02 6.708000000000000421e-03 1.848400000000000043e-02 6.145000000000000288e-03 2.457600000000000062e-02 1.283699999999999945e-02 1.017900000000000055e-01 1.577100000000000030e-02 1.710300000000000015e-02 3.681100000000000344e-02 3.048999999999999974e-02 2.817729999999999957e-01 1.894200000000000050e-02 2.103000000000000008e-02 7.437000000000000034e-03 1.992599999999999927e-02 1.270499999999999928e-02 2.466899999999999996e-02 1.836099999999999885e-02 3.038700000000000082e-02 2.775400000000000089e-02 6.318400000000000405e-02 2.489200000000000093e-02 1.653669999999999862e-01 2.615200000000000163e-02 2.486899999999999875e-02 3.073499999999999843e-02 3.155199999999999672e-02 2.462200000000000152e-02 1.012700000000000058e-02 4.742400000000000088e-02 2.950600000000000098e-02 1.207199999999999940e-02 3.133099999999999774e-02 2.688799999999999871e-02 2.458300000000000068e-02 3.320200000000000234e-02 1.223199999999999982e-02 1.195300000000000008e-02 1.246599999999999965e-02 7.636199999999999932e-02 1.846899999999999931e-02 4.517499999999999988e-02 6.047000000000000292e-03 1.856400000000000064e-02 3.839299999999999657e-02 4.615299999999999958e-02 2.516499999999999987e-02 2.459000000000000075e-02 3.299799999999999955e-02 1.272900000000000073e-02 5.090800000000000186e-02 3.720999999999999915e-03 6.447999999999999739e-03 6.205999999999999711e-02 1.881599999999999939e-02 4.458899999999999669e-02 1.905700000000000102e-02 3.108400000000000052e-02 2.469700000000000020e-02 2.506800000000000000e-02 3.740399999999999975e-02 3.089899999999999938e-02 2.260799999999999962e-02 2.486599999999999921e-02 1.435099999999999917e-02 2.484300000000000050e-02 1.274100000000000059e-02 5.950999999999999693e-03 3.845799999999999913e-02 1.207800000000000019e-02 6.043999999999999893e-03 2.577600000000000030e-02 4.458700000000000163e-02
9.116799999999999904e-02 5.515400000000000164e-02 1.182300000000000018e-01 6.938800000000000523e-02 1.003959999999999991e-01 5.732299999999999895e-02 5.185200000000000226e-02 7.657600000000000517e-02 2.457600000000000062e-02 6.332300000000000428e-02 5.010499999999999676e-02 6.860700000000000132e-02 4.304100000000000287e-02 6.860299999999999732e-02 3.061200000000000032e-02 7.007299999999999640e-02 8.347699999999999565e-02 2.980199999999999863e-02 7.956599999999999784e-02 4.612499999999999933e-02 5.481699999999999767e-02 6.912699999999999401e-02 6.803800000000000125e-02 3.074400000000000049e-02 7.847700000000000509e-02 4.787399999999999989e-02 8.780799999999999716e-02 6.288799999999999946e-02 5.724300000000000221e-02 6.326900000000000579e-02 4.333000000000000046e-02 6.829999999999999960e-02 8.255600000000000438e-02 1.228600000000000005e-02 1.416229999999999989e-01 9.956700000000000272e-02 4.389200000000000046e-02 4.396400000000000308e-02 8.090999999999999581e-02 5.030199999999999949e-02 5.935599999999999904e-02 2.776449999999999751e-01 4.554300000000000015e-02 6.258299999999999974e-02 6.297999999999999432e-02 4.798199999999999688e-02 6.276900000000000535e-02 8.432599999999999818e-02 5.000500000000000084e-02 6.193499999999999700e-02 6.322200000000000042e-02 5.886500000000000066e-02 3.830299999999999677e-02 4.978300000000000086e-02 4.342800000000000132e-02 6.261899999999999411e-02 7.553899999999999504e-02 8.163499999999999923e-02 6.406499999999999695e-02 3.069500000000000006e-02 6.612999999999999434e-02 4.925500000000000017e-02 2.468499999999999861e-02 5.857500000000000207e-02 7.488200000000000411e-02 3.129959999999999964e-01 1.098620000000000013e-01 7.547500000000000042e-02 4.288800000000000251e-02 4.954700000000000076e-02 3.082700000000000023e-02 6.970700000000000507e-02 5.635199999999999931e-02 4.979000000000000092e-02 5.947800000000000309e-02 3.761599999999999666e-02 4.328300000000000203e-02 5.033399999999999680e-02 8.658399999999999430e-02 4.445600000000000246e-02 9.027999999999999914e-02 4.391799999999999871e-02 3.735100000000000225e-02 1.700309999999999877e-01 5.757500000000000118e-02
1.305679999999999896e-01 2.293729999999999936e-01 1.799409999999999898e-01 1.659549999999999914e-01 1.853509999999999880e-01 2.208430000000000115e-01 2.447529999999999983e-01 2.513460000000000139e-01 1.661120000000000096e-01 1.768129999999999979e-01 1.616559999999999941e-01 1.362160000000000037e-01 1.578759999999999886e-01 1.996930000000000094e-01 1.603310000000000013e-01 1.728780000000000039e-01 2.334569999999999979e-01 1.232489999999999974e-01 1.355339999999999878e-01 1.527669999999999861e-01 1.849079999999999890e-01 1.879440000000000000e-01 1.694209999999999883e-01 1.782600000000000018e-01 1.637760000000000049e-01 1.826579999999999870e-01 4.188830000000000053e-01 1.740939999999999988e-01 1.681090000000000084e-01 1.854689999999999950e-01 1.729499999999999926e-01 2.055549999999999877e-01 1.992740000000000067e-01 1.630850000000000077e-01 1.829030000000000100e-01 1.711229999999999973e-01 1.682009999999999894e-01 1.607740000000000002e-01 1.488710000000000033e-01 1.590620000000000089e-01 1.900949999999999862e-01 1.164000000000000035e-01 2.107140000000000124e-01 1.568189999999999862e-01 1.880080000000000084e-01 2.151470000000000049e-01 1.413339999999999874e-01 2.151109999999999967e-01 1.809109999999999885e-01 1.340089999999999892e-01 2.263630000000000086e-01 2.424999999999999933e-01 1.887749999999999984e-01 1.778309999999999891e-01 1.322909999999999919e-01 2.149570000000000092e-01 1.897320000000000118e-01 6.163899999999999935e-02 3.070499999999999896e-01 1.385369999999999935e-01 1.281480000000000119e-01 1.771379999999999899e-01 1.765329999999999955e-01 1.837209999999999954e-01 1.453230000000000077e-01 1.336990000000000123e-01 1.486359999999999904e-01 1.558309999999999973e-01 1.374549999999999939e-01 2.470950000000000091e-01 1.360879999999999868e-01 2.394000000000000017e-01 1.876740000000000075e-01 2.348580000000000112e-01 1.694779999999999898e-01 1.657879999999999909e-01 1.634240000000000137e-01 2.311560000000000004e-01 2.312359999999999971e-01 1.900949999999999862e-01 2.190769999999999940e-01 1.066440000000000027e-01 1.566879999999999939e-01 1.031510000000000066e-01 1.558269999999999933e-01
2.208870000000000000e-01 1.551750000000000074e-01 1.851730000000000043e-01 7.206500000000000405e-02 2.184780000000000055e-01 2.762700000000000156e-01 2.661379999999999857e-01 2.705080000000000262e-01 1.901210000000000122e-01 1.448790000000000078e-01 2.312130000000000019e-01 3.676369999999999916e-01 2.379580000000000028e-01 2.100420000000000065e-01 1.608779999999999932e-01 1.832320000000000060e-01 1.939200000000000090e-01 2.457179999999999920e-01 2.222260000000000069e-01 1.747630000000000017e-01 1.723899999999999877e-01 1.648789999999999978e-01 2.945380000000000220e-01 1.686280000000000001e-01 3.014510000000000245e-01 2.367229999999999890e-01 3.999999999999999819e-06 1.958930000000000116e-01 2.386729999999999963e-01 1.487400000000000111e-01 2.358000000000000096e-01 1.483150000000000024e-01 1.886879999999999946e-01 1.896130000000000038e-01 1.947440000000000004e-01 2.471039999999999903e-01 2.000969999999999971e-01 1.327750000000000041e-01 1.829189999999999983e-01 1.984630000000000005e-01 1.694229999999999903e-01 1.691920000000000091e-01 2.349960000000000104e-01 1.953290000000000026e-01 6.560499999999999665e-02 2.273789999999999978e-01 1.735250000000000126e-01 4.737399999999999944e-02 2.242669999999999941e-01 1.683000000000000052e-01 1.329089999999999994e-01 4.496900000000000203e-02 2.115239999999999898e-01 1.434960000000000124e-01 1.859550000000000092e-01 2.317629999999999968e-01 2.468529999999999891e-01 2.287770000000000081e-01 2.842310000000000114e-01 1.922619999999999885e-01 1.545519999999999949e-01 1.237950000000000023e-01 2.553779999999999939e-01 2.031590000000000062e-01 1.839880000000000126e-01 1.908090000000000064e-01 1.153470000000000051e-01 1.857129999999999892e-01 2.434999999999999942e-01 2.057100000000000040e-01 2.232439999999999980e-01 1.547070000000000112e-01 2.351330000000000087e-01 2.509310000000000151e-01 1.737509999999999888e-01 2.155960000000000099e-01 1.714259999999999950e-01 1.973400000000000154e-02 2.713530000000000109e-01 1.268970000000000098e-01 2.166659999999999975e-01 3.153170000000000139e-01 2.301700000000000135e-01 2.536269999999999913e-01 2.005989999999999995e-01
3.155700000000000172e-02 6.913400000000000101e-02 6.196000000000000119e-03 1.937020000000000131e-01 2.585799999999999904e-02 5.167999999999999851e-03 3.334499999999999964e-02 4.824400000000000216e-02 3.143399999999999667e-02 3.227000000000000007e-02 2.037299999999999875e-02 5.062599999999999739e-02 1.218799999999999918e-02 2.572100000000000081e-02 2.493499999999999883e-02 6.399699999999999833e-02 5.494600000000000178e-02 4.451000000000000095e-02 2.618200000000000041e-02 2.492499999999999924e-02 2.711900000000000074e-02 1.540700000000000056e-02 1.277799999999999943e-02 2.113100000000000048e-02 1.813700000000000034e-02 2.540600000000000150e-02 5.651300000000000073e-02 2.016199999999999937e-02 2.137700000000000017e-02 1.915400000000000089e-02 4.478100000000000136e-02 9.776600000000000568e-02 3.196399999999999936e-02 2.854699999999999946e-02 3.231400000000000244e-02 3.377700000000000147e-02 4.351100000000000106e-02 7.160400000000000098e-02 5.336500000000000271e-02 5.612700000000000328e-02 3.584600000000000286e-02 3.855900000000000299e-02 2.617900000000000088e-02 1.369500000000000058e-02 1.474939999999999862e-01 1.219399999999999998e-02 2.152300000000000046e-02 1.532290000000000041e-01 4.398699999999999832e-02 3.917999999999999955e-02 1.835600000000000079e-02 2.288179999999999936e-01 4.431600000000000122e-02 4.345700000000000257e-02 5.850500000000000145e-02 3.137899999999999717e-02 3.051099999999999993e-02 3.323600000000000165e-02 1.958800000000000124e-02 3.140699999999999742e-02 5.630799999999999694e-02 3.085399999999999948e-02 6.184000000000000261e-03 3.941100000000000159e-02 1.703800000000000106e-02 1.422499999999999980e-02 5.297500000000000125e-02 4.268899999999999778e-02 2.391799999999999829e-02 6.698800000000000587e-02 1.348099999999999993e-02 2.723499999999999879e-02 3.864100000000000174e-02 1.644800000000000081e-02 2.358199999999999880e-02 2.673499999999999835e-02 2.495500000000000149e-02 2.242230000000000056e-01 4.720000000000000237e-03 2.743500000000000105e-02 3.576000000000000012e-02 1.222700000000000002e-02 2.316899999999999862e-02 4.455400000000000332e-02 1.987500000000000031e-02
4.765500000000000291e-02 9.916999999999999427e-02 2.082900000000000029e-02 1.374559999999999949e-01 1.676199999999999912e-02 3.204900000000000110e-02 1.704699999999999965e-02 3.732200000000000101e-02 5.079999999999999880e-04 2.431099999999999928e-02 1.388999999999999957e-02 3.999999999999999819e-06 3.974300000000000055e-02 1.068599999999999932e-02 2.299599999999999908e-02 2.451000000000000054e-02 4.513600000000000251e-02 3.520399999999999918e-02 2.490500000000000005e-02 2.349999999999999930e-04 1.597600000000000062e-02 1.675000000000000100e-02 1.263000000000000060e-02 2.885899999999999924e-02 1.804199999999999901e-02 4.568099999999999938e-02 3.448099999999999776e-02 3.999999999999999819e-06 2.461599999999999899e-02 1.201299999999999937e-02 1.758099999999999941e-02 6.020999999999999963e-02 7.402499999999999358e-02 2.464999999999999830e-02 1.696999999999999897e-02 3.999999999999999819e-06 6.324999999999999893e-03 3.563999999999999807e-02 4.268999999999999878e-02 1.283300000000000066e-02 6.006000000000000054e-03 4.639900000000000274e-02 1.363200000000000002e-02 2.439099999999999949e-02 9.516600000000000059e-02 4.019799999999999762e-02 2.252399999999999888e-02 1.567860000000000087e-01 2.196199999999999888e-02 2.292200000000000140e-02 6.305999999999999973e-03 8.365400000000000613e-02 9.806000000000000480e-03 3.774700000000000277e-02 4.316799999999999804e-02 1.883299999999999905e-02 1.317199999999999968e-02 3.711799999999999822e-02 4.789999999999999987e-03 4.203899999999999998e-02 9.501000000000000764e-03 3.999999999999999819e-06 1.585999999999999953e-03 1.667000000000000079e-03 7.568000000000000074e-03 3.157499999999999890e-02 4.873500000000000054e-02 1.165799999999999996e-02 3.999999999999999819e-06 2.022399999999999892e-02 9.289999999999999647e-03 3.178799999999999681e-02 3.117500000000000132e-02 1.428899999999999962e-02 4.495500000000000190e-02 3.987000000000000093e-03 3.936000000000000262e-03 1.539699999999999958e-01 2.000299999999999995e-02 2.286399999999999891e-02 3.999999999999999819e-06 2.347199999999999981e-02 2.085300000000000001e-02 3.146899999999999697e-02 6.433000000000000350e-03
1.721999999999999920e-02 2.443700000000000039e-02 3.629999999999999893e-02 5.750500000000000056e-02 7.712299999999999711e-02 4.791200000000000320e-02 6.115999999999999909e-03 3.999999999999999819e-06 3.999999999999999819e-06 1.195099999999999982e-02 5.289300000000000251e-02 4.485499999999999904e-02 2.038799999999999987e-02 3.396300000000000013e-02 2.520199999999999871e-02 4.780299999999999827e-02 2.688600000000000018e-02 4.599299999999999916e-02 1.494700000000000022e-02 4.319200000000000123e-02 3.777599999999999708e-02 1.033889999999999948e-01 1.901600000000000165e-02 3.999999999999999819e-06 2.102499999999999855e-02 1.611100000000000032e-02 1.942599999999999882e-02 5.306199999999999806e-02 2.864999999999999838e-02 1.891599999999999879e-02 2.456799999999999956e-02 1.305340000000000111e-01 3.438900000000000290e-02 3.999999999999999819e-06 6.364999999999999825e-02 8.881000000000000005e-02 3.903460000000000263e-01 5.663999999999999764e-03 1.113199999999999953e-02 7.116300000000000403e-02 3.999999999999999819e-06 1.621799999999999978e-02 2.579499999999999849e-02 5.371000000000000080e-02 7.262599999999999612e-02 7.623099999999999321e-02 2.715899999999999911e-02 1.992899999999999880e-02 4.184899999999999731e-02 3.776700000000000196e-02 2.351659999999999862e-01 6.126899999999999707e-02 2.721300000000000108e-02 1.288500000000000062e-02 1.676980000000000137e-01 3.122300000000000075e-02 6.399000000000000174e-03 3.999999999999999819e-06 1.944600000000000148e-02 3.186100000000000043e-02 2.183099999999999971e-02 2.658800000000000052e-02 1.109100000000000016e-02 1.361999999999999929e-03 4.408999999999999725e-03 4.864600000000000174e-02 1.610870000000000080e-01 3.999999999999999819e-06 2.605000000000000024e-02 3.247400000000000286e-02 4.580700000000000049e-02 1.276300000000000004e-02 3.877499999999999697e-02 1.901299999999999865e-02 2.509199999999999972e-02 3.751899999999999680e-02 3.316169999999999951e-01 9.083900000000000308e-02 4.393099999999999783e-02 3.856000000000000053e-03 1.066600000000000013e-02 2.423799999999999913e-02 1.058199999999999939e-02 4.092200000000000004e-02 6.645800000000000318e-02
8.152500000000000024e-02 7.828899999999999748e-02 1.000579999999999942e-01 9.143700000000000438e-02 4.358999999999999680e-02 4.987799999999999873e-02 1.098790000000000044e-01 7.587900000000000200e-02 1.177529999999999966e-01 9.428999999999999881e-02 1.299659999999999982e-01 6.798400000000000276e-02 7.754099999999999882e-02 1.014950000000000019e-01 9.720099999999999574e-02 1.704400000000000082e-01 7.596899999999999487e-02 1.132739999999999997e-01 7.070999999999999508e-02 3.460570000000000035e-01 1.809240000000000015e-01 1.060279999999999972e-01 1.013669999999999988e-01 7.370999999999999774e-02 7.492899999999999561e-02 7.133699999999999763e-02 1.003750000000000059e-01 2.494069999999999898e-01 6.617299999999999571e-02 8.246499999999999664e-02 6.260300000000000586e-02 3.744069999999999898e-01 8.011200000000000265e-02 1.336809999999999943e-01 6.329500000000000404e-02 2.051989999999999925e-01 3.568099999999999744e-02 1.416810000000000014e-01 1.098760000000000014e-01 1.008860000000000035e-01 8.624400000000000122e-02 7.206100000000000005e-02 1.126560000000000061e-01 2.530370000000000119e-01 1.226000000000000006e-01 7.583700000000000163e-02 1.020100000000000035e-01 1.275979999999999892e-01 9.672000000000000042e-02 8.149900000000000200e-02 9.671200000000000629e-02 1.146059999999999995e-01 1.068550000000000055e-01 9.421599999999999420e-02 1.465869999999999951e-01 8.919299999999999451e-02 5.593399999999999761e-02 5.039199999999999929e-02 8.293100000000000471e-02 6.525699999999999557e-02 3.394130000000000202e-01 7.499000000000000110e-02 8.828900000000000636e-02 6.479600000000000637e-02 6.215699999999999698e-02 8.603299999999999836e-02 9.557200000000000417e-02 7.939999999999999836e-02 9.813299999999999801e-02 7.785000000000000253e-02 2.646060000000000079e-01 9.173399999999999610e-02 1.166050000000000003e-01 8.820899999999999574e-02 3.685000000000000081e-02 6.300899999999999557e-02 1.525199999999999889e-01 1.180130000000000068e-01 6.851000000000000145e-02 1.165790000000000021e-01 8.006000000000000616e-02 9.150200000000000000e-02 1.225289999999999990e-01 9.379800000000000637e-02 1.489010000000000056e-01
