# time 	 divergence 	 # of mutations 	 # IGC chances 	 IGC length 	 # IGC failures 	 %IGC 
0.0	0.0184049079755	0	0	0	0	0.0
0.000373747949598	0.0204498977505	1	0	0	0	0.0
0.00106159007092	0.0204498977505	1	1	1	0	0.666666666667
0.00165997860584	0.0204498977505	1	2	1	0	0.8
0.00219231093666	0.0204498977505	1	3	1	0	0.857142857143
0.00232147703123	0.0204498977505	1	4	1	0	0.888888888889
0.00353541942707	0.0184049079755	1	5	1	0	0.909090909091
0.00389692795042	0.0184049079755	1	6	1	0	0.923076923077
0.00641677147759	0.0184049079755	1	7	1	0	0.933333333333
0.00906646594869	0.0184049079755	1	8	1	0	0.941176470588
0.0121564214581	0.0184049079755	1	9	1	0	0.947368421053
0.012656944453	0.0184049079755	1	10	1	0	0.952380952381
0.0141523361366	0.0184049079755	1	11	1	0	0.95652173913
0.0141574152145	0.0204498977505	2	11	1	0	0.916666666667
0.0143913668802	0.0224948875256	3	11	1	0	0.88
0.0163737520692	0.0245398773006	4	11	1	0	0.846153846154
0.0173146734395	0.0265848670757	5	11	1	0	0.814814814815
0.0187753866217	0.0265848670757	5	12	1	0	0.827586206897
0.019684118765	0.0265848670757	5	13	1	0	0.838709677419
0.0218690292825	0.0286298568507	6	13	1	0	0.8125
0.0220914322251	0.0286298568507	6	14	1	0	0.823529411765
0.0221367360266	0.0286298568507	6	15	1	0	0.833333333333
0.0225283963034	0.0286298568507	6	16	1	0	0.842105263158
0.0229763813667	0.0286298568507	6	17	1	0	0.85
0.0235478326365	0.0265848670757	6	18	1	0	0.857142857143
0.0240236801686	0.0265848670757	6	19	1	0	0.863636363636
0.024034551818	0.0265848670757	6	20	1	0	0.869565217391
0.0246877181329	0.0286298568507	7	20	1	0	0.851063829787
0.0278614263981	0.0286298568507	7	21	1	0	0.857142857143
0.0318219010482	0.0286298568507	7	22	1	0	0.862745098039
0.0341318650934	0.0286298568507	7	23	1	0	0.867924528302
0.0360682443485	0.0306748466258	8	23	1	0	0.851851851852
0.0365304484691	0.0327198364008	9	23	1	0	0.836363636364
0.038817365658	0.0347648261759	10	23	1	0	0.821428571429
0.039321816668	0.0347648261759	10	24	1	0	0.827586206897
0.0412208349432	0.0368098159509	11	24	1	0	0.813559322034
0.0438781227013	0.0368098159509	11	25	1	0	0.819672131148
0.0449717253813	0.0368098159509	11	26	1	0	0.825396825397
0.0462056998425	0.0368098159509	11	27	1	0	0.830769230769
0.0470601440384	0.0368098159509	11	28	1	0	0.835820895522
0.0515807360136	0.038854805726	12	28	1	0	0.823529411765
0.0522525562795	0.038854805726	12	29	1	0	0.828571428571
0.0527479752575	0.040899795501	13	29	1	0	0.816901408451
0.0528679001787	0.0429447852761	14	29	1	0	0.805555555556
0.0565202474086	0.040899795501	15	29	1	0	0.794520547945
0.056584154698	0.0429447852761	16	29	1	0	0.783783783784
0.0572400108146	0.0429447852761	16	30	1	0	0.789473684211
0.0593639613657	0.0429447852761	16	31	1	0	0.794871794872
0.0614225550351	0.0429447852761	16	32	1	0	0.8
0.0691489188479	0.040899795501	17	32	1	0	0.79012345679
0.0693332775645	0.0429447852761	18	32	1	0	0.780487804878
0.0698980067919	0.0449897750511	19	32	1	0	0.771084337349
0.0704544178998	0.0449897750511	19	33	1	0	0.776470588235
0.0706087829776	0.0470347648262	20	33	1	0	0.767441860465
0.0716634921264	0.0470347648262	20	34	1	0	0.772727272727
0.0727517718358	0.0470347648262	20	35	1	0	0.777777777778
0.0745384090625	0.0490797546012	21	35	1	0	0.769230769231
0.078483637902	0.0490797546012	21	36	1	0	0.774193548387
0.0806425970745	0.0490797546012	21	37	1	0	0.778947368421
0.0833391572525	0.0511247443763	22	37	1	0	0.770833333333
0.083920934803	0.0511247443763	22	38	1	0	0.775510204082
0.085237501074	0.0511247443763	22	39	1	0	0.78
0.0867738380938	0.0531697341513	23	39	1	0	0.772277227723
0.0922619556824	0.0531697341513	23	40	1	0	0.776699029126
0.0934409038177	0.0511247443763	23	41	1	0	0.780952380952
0.0938408781726	0.0531697341513	24	41	1	0	0.77358490566
0.0939871594564	0.0511247443763	24	42	1	0	0.777777777778
0.0942825345907	0.0511247443763	24	43	1	0	0.781818181818
0.0950631233817	0.0531697341513	25	43	1	0	0.774774774775
0.09521571951	0.0531697341513	25	44	1	0	0.778761061947
0.0953815450338	0.0531697341513	25	45	1	0	0.782608695652
0.0975155688777	0.0552147239264	26	45	1	0	0.775862068966
0.0976906675363	0.0552147239264	26	46	1	0	0.779661016949
0.0979579283885	0.0552147239264	26	47	1	0	0.783333333333
0.102072320202	0.0531697341513	26	48	1	0	0.786885245902
0.107155062871	0.0531697341513	26	49	1	0	0.790322580645
0.107506388798	0.0552147239264	27	49	1	0	0.784
0.10797270288	0.0572597137014	28	49	1	0	0.777777777778
0.10800125481	0.0593047034765	29	49	1	0	0.771653543307
0.108182987584	0.0572597137014	30	49	1	0	0.765625
0.109301337075	0.0572597137014	30	50	1	0	0.769230769231
0.110973628469	0.0572597137014	30	51	1	0	0.772727272727
0.112708753446	0.0572597137014	30	52	1	0	0.776119402985
0.112803875817	0.0593047034765	31	52	1	0	0.77037037037
0.112935214121	0.0593047034765	31	53	1	0	0.773722627737
0.1132529106	0.0593047034765	31	54	1	0	0.776978417266
0.113444025308	0.0593047034765	31	55	1	0	0.780141843972
0.11450255938	0.0593047034765	31	56	1	0	0.783216783217
0.114645773541	0.0593047034765	31	57	1	0	0.786206896552
0.115928989414	0.0613496932515	32	57	1	0	0.780821917808
0.118716295107	0.0613496932515	32	58	1	0	0.783783783784
0.121789226678	0.0613496932515	32	59	1	0	0.786666666667
0.124172374023	0.0633946830266	33	59	1	0	0.781456953642
0.125462667802	0.0613496932515	34	59	1	0	0.776315789474
0.127331223734	0.0633946830266	35	59	1	0	0.771241830065
0.130436200136	0.0654396728016	36	59	1	0	0.766233766234
0.133502581256	0.0674846625767	37	59	1	0	0.761290322581
0.13404183176	0.0674846625767	37	60	1	0	0.764331210191
0.135304406417	0.0654396728016	38	60	1	0	0.759493670886
0.136457229932	0.0674846625767	39	60	1	0	0.754716981132
0.136967664024	0.0674846625767	39	61	1	0	0.757763975155
0.138807822571	0.0674846625767	39	62	1	0	0.760736196319
0.140302605504	0.0695296523517	40	62	1	0	0.756097560976
0.142025892892	0.0674846625767	40	63	1	0	0.759036144578
0.144009332426	0.0674846625767	40	64	1	0	0.761904761905
0.145092936192	0.0674846625767	40	65	1	0	0.764705882353
0.145391807583	0.0695296523517	41	65	1	0	0.760233918129
0.146211418419	0.0695296523517	41	66	1	0	0.763005780347
0.146293548794	0.0695296523517	41	67	1	0	0.765714285714
0.148248141667	0.0695296523517	41	68	1	0	0.768361581921
0.148331071409	0.0695296523517	41	69	1	0	0.77094972067
0.148968132521	0.0695296523517	41	70	1	0	0.773480662983
0.151410601425	0.0695296523517	41	71	1	0	0.775956284153
0.161495013057	0.0695296523517	41	72	1	0	0.778378378378
0.161606780997	0.0715746421268	42	72	1	0	0.774193548387
0.161689546735	0.0715746421268	42	73	1	0	0.776595744681
0.162201524672	0.0715746421268	42	74	1	0	0.778947368421
0.162523209802	0.0715746421268	42	75	1	0	0.78125
0.164174458615	0.0715746421268	42	76	1	0	0.783505154639
0.165750948024	0.0736196319018	43	76	1	0	0.779487179487
0.16611591431	0.0736196319018	43	77	1	0	0.781725888325
0.166174588345	0.0736196319018	43	78	1	0	0.78391959799
0.166460243129	0.0736196319018	43	79	1	0	0.786069651741
0.166614162424	0.0715746421268	44	79	1	0	0.782178217822
0.166744003759	0.0736196319018	45	79	1	0	0.778325123153
0.16674769583	0.0736196319018	45	80	1	0	0.780487804878
0.168695857875	0.0736196319018	45	81	1	0	0.782608695652
0.169206293014	0.0736196319018	45	82	1	0	0.784688995215
0.169268022086	0.0715746421268	46	82	1	0	0.780952380952
0.169655270991	0.0736196319018	47	82	1	0	0.777251184834
0.170906239945	0.0756646216769	48	82	1	0	0.77358490566
