# time 	 divergence 	 # of mutations 	 # IGC chances 	 IGC length 	 # IGC failures 	 Changes due to IGC  	 % change due to IGC 
0.0	0.110429447853	0	0	0	0	0	0.0
0.000112651619522	0.110429447853	0	1	1	0	0	0.0
0.000880934895007	0.110429447853	0	2	2	0	0	0.0
0.00251526203769	0.110429447853	0	3	1	0	0	0.0
0.00289713697545	0.108384458078	1	3	1	0	0	0.0
0.00360060564124	0.108384458078	1	4	1	0	0	0.0
0.00397978157165	0.106339468303	1	5	3	0	1	0.5
0.00533874090431	0.108384458078	2	5	3	0	1	0.333333333333
0.00534575442381	0.106339468303	2	6	7	0	2	0.5
0.00632265963185	0.108384458078	3	6	7	0	2	0.4
0.00735363045101	0.110429447853	4	6	7	0	2	0.333333333333
0.00746407910442	0.112474437628	5	6	7	0	2	0.285714285714
0.00773180493561	0.114519427403	6	6	7	0	2	0.25
0.00788838209944	0.114519427403	6	7	2	0	2	0.25
0.0103388029258	0.114519427403	6	8	2	0	2	0.25
0.0124900620091	0.116564417178	7	8	2	0	2	0.222222222222
0.012997352578	0.112474437628	7	9	3	0	4	0.363636363636
0.0133228564298	0.110429447853	8	9	3	0	4	0.333333333333
0.0175469223549	0.108384458078	8	10	11	0	5	0.384615384615
0.0210094411936	0.108384458078	8	11	1	0	5	0.384615384615
0.0217952974473	0.110429447853	9	11	1	0	5	0.357142857143
