# time 	 divergence 	 # of mutations 	 # IGC chances 	 IGC length 	 # IGC failures 	 Changes due to IGC  	 % change due to IGC 
0.0	0.0081799591002	0	0	0	0	0	0.0
0.000102058449237	0.0081799591002	0	1	1	0	0	0.0
0.0025902706792	0.0081799591002	0	2	1	0	0	0.0
0.00336900451705	0.0081799591002	0	3	1	0	0	0.0
0.00363945071912	0.0081799591002	0	4	1	0	0	0.0
0.00377400425653	0.0081799591002	0	5	1	0	0	0.0
0.0046913407784	0.0081799591002	0	6	1	0	0	0.0
0.00476015811093	0.0081799591002	0	7	1	0	0	0.0
0.00659787099899	0.0081799591002	0	8	1	0	0	0.0
0.00661310841617	0.0102249488753	1	8	1	0	0	0.0
0.00674275583445	0.0102249488753	1	9	1	0	0	0.0
0.00944425568502	0.0102249488753	1	10	1	0	0	0.0
0.00982952718706	0.0102249488753	1	11	1	0	0	0.0
0.0110294285202	0.0102249488753	1	12	1	0	0	0.0
0.011219312276	0.0102249488753	1	13	1	0	0	0.0
0.0121890240145	0.0102249488753	1	14	1	0	0	0.0
0.0123486950473	0.0102249488753	1	15	1	0	0	0.0
0.013051289956	0.0102249488753	1	16	1	0	0	0.0
0.0131559436739	0.0122699386503	2	16	1	0	0	0.0
0.013652317944	0.0122699386503	2	17	1	0	0	0.0
0.0138422273816	0.0122699386503	2	18	1	0	0	0.0
0.0142356296493	0.0122699386503	2	19	1	0	0	0.0
0.0151008580286	0.0122699386503	2	20	1	0	0	0.0
0.0153729876541	0.0143149284254	3	20	1	0	0	0.0
0.0164727709526	0.0143149284254	3	21	1	0	0	0.0
0.0176976019632	0.0143149284254	3	22	1	0	0	0.0
0.0177253410053	0.0163599182004	4	22	1	0	0	0.0
0.0184206691132	0.0184049079755	5	22	1	0	0	0.0
0.0188167566576	0.0184049079755	5	23	1	0	0	0.0
0.0188494480914	0.0184049079755	5	24	1	0	0	0.0
0.0196840179474	0.0184049079755	5	25	1	0	0	0.0
0.0219169274168	0.0184049079755	5	26	1	0	0	0.0
0.0220663743044	0.0184049079755	5	27	1	0	0	0.0
0.0223159437653	0.0184049079755	5	28	1	0	0	0.0
0.0225727446985	0.0163599182004	5	29	1	0	1	0.166666666667
0.022980485104	0.0163599182004	5	30	1	0	1	0.166666666667
0.0253066519417	0.0163599182004	5	31	1	0	1	0.166666666667
0.0253068792469	0.0163599182004	5	32	1	0	1	0.166666666667
0.0255190668728	0.0163599182004	5	33	1	0	1	0.166666666667
0.0258817557723	0.0163599182004	5	34	1	0	1	0.166666666667
0.0262169800191	0.0184049079755	6	34	1	0	1	0.142857142857
0.0265997492608	0.0184049079755	6	35	1	0	1	0.142857142857
0.0266892981194	0.0184049079755	6	36	1	0	1	0.142857142857
0.0267350715342	0.0184049079755	6	37	1	0	1	0.142857142857
0.0275316649396	0.0204498977505	7	37	1	0	1	0.125
0.029327783255	0.0204498977505	7	38	1	0	1	0.125
0.0300363845444	0.0204498977505	7	39	1	0	1	0.125
0.0309120974506	0.0204498977505	7	40	1	0	1	0.125
0.0331021292472	0.0204498977505	7	41	1	0	1	0.125
0.0334798018398	0.0204498977505	7	42	1	0	1	0.125
0.0339948190255	0.0184049079755	8	42	1	0	1	0.111111111111
0.0344047084927	0.0184049079755	8	43	1	0	1	0.111111111111
0.0344231822746	0.0184049079755	8	44	1	0	1	0.111111111111
0.0344749344916	0.0184049079755	8	45	1	0	1	0.111111111111
0.0362418014561	0.0184049079755	8	46	1	0	1	0.111111111111
0.0364170696102	0.0184049079755	8	47	1	0	1	0.111111111111
0.0364658882694	0.0184049079755	8	48	1	0	1	0.111111111111
0.0366776683504	0.0184049079755	8	49	1	0	1	0.111111111111
0.0366854794894	0.0184049079755	8	50	1	0	1	0.111111111111
0.037010283121	0.0184049079755	8	51	1	0	1	0.111111111111
0.0371950936104	0.0184049079755	8	52	1	0	1	0.111111111111
0.0373789159232	0.0204498977505	9	52	1	0	1	0.1
0.0380992447213	0.0204498977505	9	53	1	0	1	0.1
0.0385201544599	0.0184049079755	9	54	1	0	2	0.181818181818
0.039137465902	0.0204498977505	10	54	1	0	2	0.166666666667
0.0393961470917	0.0204498977505	10	55	1	0	2	0.166666666667
0.0394344383413	0.0204498977505	10	56	1	0	2	0.166666666667
0.0403277758238	0.0224948875256	11	56	1	0	2	0.153846153846
0.0416587689139	0.0224948875256	11	57	1	0	2	0.153846153846
0.0421083792864	0.0224948875256	11	58	1	0	2	0.153846153846
0.0432139627239	0.0224948875256	11	59	1	0	2	0.153846153846
0.0448667455107	0.0224948875256	11	60	1	0	2	0.153846153846
0.0456228178714	0.0224948875256	11	61	1	0	2	0.153846153846
0.0462663458682	0.0245398773006	12	61	1	0	2	0.142857142857
0.047084096535	0.0245398773006	12	62	1	0	2	0.142857142857
0.0478344673947	0.0245398773006	12	63	1	0	2	0.142857142857
0.047852819691	0.0245398773006	12	64	1	0	2	0.142857142857
0.0479886079513	0.0245398773006	12	65	1	0	2	0.142857142857
0.0481848031995	0.0245398773006	12	66	1	0	2	0.142857142857
0.048269636318	0.0265848670757	13	66	1	0	2	0.133333333333
0.0486162831404	0.0265848670757	13	67	1	0	2	0.133333333333
0.0494028571324	0.0265848670757	13	68	1	0	2	0.133333333333
0.0500145192647	0.0265848670757	13	69	1	0	2	0.133333333333
0.0509838111551	0.0265848670757	13	70	1	0	2	0.133333333333
0.051447270651	0.0265848670757	13	71	1	0	2	0.133333333333
0.0523824525984	0.0286298568507	14	71	1	0	2	0.125
0.0535637126876	0.0286298568507	14	72	1	0	2	0.125
